X,Species,Development,Agriculture,Energy & Mining,Transportation,Hunting & Trade,Logging,Fishing,Human disturbance,Fire,Dams,Invasive species &d Disease,Pollution,Geological Events,Climate change & severe weather,Other,sum,Family,Order,risk,iucn,NTVUENCR,NTVUENCREWEX,CLASS
2870,Monticola rufiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2871,Monticola rufocinereus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2872,Monticola rupestris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2873,Monticola saxatilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2874,Monticola sharpei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2875,Monticola solitarius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2876,Muscicapa adusta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2877,Muscicapa aquatica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2878,Muscicapa cassini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2879,Muscicapa dauurica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2880,Muscicapa epulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2881,Muscicapa ferruginea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2882,Muscicapa gambagae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2883,Muscicapa griseisticta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2884,Muscicapa muttui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2886,Muscicapa segregata,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2887,Muscicapa sethsmithi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2888,Muscicapa sibirica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2889,Muscicapa sodhii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2890,Muscicapa striata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2891,Muscicapa williamsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2892,Myiomela diana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2893,Myiomela leucura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2895,Myophonus borneensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2896,Myophonus caeruleus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2897,Myophonus castaneus,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2898,Myophonus glaucinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2899,Myophonus horsfieldii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2900,Myophonus insularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2901,Myophonus melanurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2903,Myrmecocichla aethiops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2904,Myrmecocichla albifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2905,Myrmecocichla arnotti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2906,Myrmecocichla collaris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2907,Myrmecocichla formicivora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2908,Myrmecocichla melaena,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2909,Myrmecocichla nigra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2910,Myrmecocichla tholloni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2911,Oenanthe albonigra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2912,Oenanthe bottae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2913,Oenanthe cypriaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2914,Oenanthe deserti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2915,Oenanthe finschii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2916,Oenanthe heuglini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2917,Oenanthe hispanica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2918,Oenanthe isabellina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2919,Oenanthe leucopyga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2920,Oenanthe leucura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2921,Oenanthe lugens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2922,Oenanthe lugentoides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2923,Oenanthe lugubris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2924,Oenanthe moesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2925,Oenanthe monacha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2926,Oenanthe monticola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2927,Oenanthe oenanthe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2928,Oenanthe phillipsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2929,Oenanthe picata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2930,Oenanthe pileata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2931,Oenanthe pleschanka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2932,Oenanthe xanthoprymna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2933,Phoenicurus alaschanicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2934,Phoenicurus auroreus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2935,Phoenicurus bicolor,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,4,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2936,Phoenicurus coeruleocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2937,Phoenicurus erythrogastrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2938,Phoenicurus erythronotus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2939,Phoenicurus frontalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2940,Phoenicurus fuliginosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2941,Phoenicurus hodgsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2942,Phoenicurus leucocephalus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2943,Phoenicurus moussieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2944,Phoenicurus ochruros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2945,Phoenicurus phoenicurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2946,Phoenicurus schisticeps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2947,Pinarornis plumosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2948,Pogonocichla stellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2949,Pseudalethe choloensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2950,Pseudalethe fuelleborni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2951,Pseudalethe poliocephala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2952,Pseudalethe poliophrys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2953,Saxicola bifasciatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2954,Saxicola caprata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2955,Saxicola dacotiae,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2956,Saxicola ferreus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2957,Saxicola gutturalis,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2958,Saxicola insignis,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2959,Saxicola jerdoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2960,Saxicola leucurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2961,Saxicola macrorhynchus,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,3,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2962,Saxicola maurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2963,Saxicola rubetra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2964,Saxicola rubicola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2965,Saxicola tectes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2966,Saxicola torquatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2967,Setornis criniger,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,4,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2968,Sheppardia aequatorialis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2969,Sheppardia aurantiithorax,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2970,Sheppardia bocagei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2971,Sheppardia cyornithopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2976,Sheppardia sharpei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2977,Sholicola albiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2978,Stiltia isabella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2979,Suthora verreauxi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2980,Tarphonomus harterti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2981,Tarsiger chrysaeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2982,Tarsiger cyanurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2983,Tarsiger hyperythrus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2984,Tarsiger indicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2985,Tarsiger johnstoniae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2986,Thamnistes anabatinus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2987,Thamnolaea cinnamomeiventris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2988,Vanga curvirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,0,LC,,,AVES
2991,Vauriella gularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2992,Xenicus lyalli,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Muscicapidae (Old World Flycatchers),Passeriformes,NA,NA,,,AVES
2993,Deleornis fraseri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
2994,Arachnothera affinis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
2995,Arachnothera chrysogenys,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
2996,Arachnothera clarae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
2997,Arachnothera crassirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
2998,Arachnothera dilutior,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
2999,Arachnothera everetti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,NA,NA,,,AVES
3000,Arachnothera flammifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
3001,Arachnothera flavigaster,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
3002,Arachnothera juliae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
3003,Arachnothera longirostra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
3004,Arachnothera magna,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
3005,Arachnothera modesta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
3006,Arachnothera robusta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nectariniidae (Sunbirds and Spiderhunters),Passeriformes,0,LC,,,AVES
3007,Daphoenositta chrysoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Neosittidae (Sittellas),Passeriformes,0,LC,,,AVES
3008,Daphoenositta miranda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Neosittidae (Sittellas),Passeriformes,0,LC,,,AVES
3009,Nicator chloris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nicatoridae (Nicators),Passeriformes,NA,NA,,,AVES
3010,Nicator gularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nicatoridae (Nicators),Passeriformes,NA,NA,,,AVES
3011,Nicator vireo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nicatoridae (Nicators),Passeriformes,NA,NA,,,AVES
3012,Nyctibius aethereus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nyctibiidae (Potoos),Caprimulgiformes,0,LC,,,AVES
3013,Nyctibius bracteatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nyctibiidae (Potoos),Caprimulgiformes,NA,NA,,,AVES
3014,Nyctibius grandis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nyctibiidae (Potoos),Caprimulgiformes,0,LC,,,AVES
3015,Nyctibius griseus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nyctibiidae (Potoos),Caprimulgiformes,0,LC,,,AVES
3016,Nyctibius jamaicensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nyctibiidae (Potoos),Caprimulgiformes,0,LC,,,AVES
3017,Nyctibius leucopterus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nyctibiidae (Potoos),Caprimulgiformes,0,LC,,,AVES
3018,Nyctibius maculosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Nyctibiidae (Potoos),Caprimulgiformes,0,LC,,,AVES
3019,Oreoica gutturalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,Oreoicidae (Australo-Papuan Bellbirds),Passeriformes,0,LC,,,AVES
