Dataset,nest.ID,used,burned,hcov,vcov,hcov_10,vcov_10,mxheight,mxwidth,perwidth,percPG_10,percAG_10,percPF_10,percAF_10,percRC_10,percL_10,percBG_10,percRO_10,percShr_10,SageH_0,SageH_10,OShrH_0,OShrH_10,PgH_0,PgH_10,PfH_0,PfH_10,RgH_0,RgH_10,TaSage_5,TaSage_10,AllDwSage_5,AllDwSage_10,ALLSage_5,ALLSage_10,NonSageShr_5,NonSageShr_10,ALLShrs_5,ALLShr_10,PJ_5,PJ_10,Dead_5,Dead_10,Rabbitbrush_5,Rabbitbrush_10,Bitterbrush_5,Bitterbrush_10
UnburnedvUnburned,16-SV-14NV3516-IR-N1,0,0,42,36,47.88888889,6,59,72,49,25.33333333,5.166666667,5.166666667,7.833333333,19.66666667,60.5,17,14.5,30.16666667,0,29.5,59,58.5,16,23.5,5,8,9,5,0,1.933333333,0,0,0,1.933333333,11.66666667,12.86666667,11.66666667,14.8,0,0,17.8,15,11.66666667,12.86666667,0,0
UnburnedvUnburned,16-SV-14NV3516-U-N1,1,0,94,72,55.55555556,12,44,115,46,11.16666667,2.5,11.16666667,2.5,11.16666667,5.166666667,2.5,82.16666667,2.5,44,11,0,0,58,33.75,18,10.5,50,27,0,0,6.4,3.2,6.4,3.2,0.6,0.3,7,3.5,0,0,0,0,0,0,0,0
UnburnedvUnburned,16-SV-14NV3518-IR-N1,0,0,88,84,85.88888889,15.33333333,162,141,132,2.5,2.5,2.5,32.16666667,37.16666667,7.833333333,48,2.5,8.5,0,0,102,53.5,0,0,0,0,3,2.75,0,0,0,0,0,0,36.33333333,22.6,36.33333333,22.6,0,0,0,2.266666667,0,0,0,0
UnburnedvUnburned,16-SV-14NV3589-IR-N1,0,0,97.33,100,81.33333333,33.33333333,85,126,88,26.16666667,2.5,2.5,5.166666667,8.5,19.66666667,28,2.5,8.5,85,46.5,0,16.75,38,31.25,0,7,38,23.5,27.26666667,28.43333333,0,0,27.26666667,28.43333333,1,3.3,28.26666667,31.73333333,0,0.666666667,0,0,0,0,1,0.5
UnburnedvUnburned,16-SV-14NV3600-IR-N1,0,0,98.67,92,87.77777778,40.66666667,72,181,124,2.5,2.5,14.33333333,25.33333333,2.5,2.5,23,40.5,2.5,0,0,72,18,31,19.5,24,40.25,20,15.5,0,0,0,0,0,0,14.53333333,7.266666667,14.53333333,7.266666667,0,0,0,0,0,0,14.53333333,7.266666667
UnburnedvUnburned,16-SV-14NV3600-U-N1,1,0,90,100,71.22222222,16.66666667,86,164,104,2.5,46.33333333,2.5,2.5,7.833333333,2.5,34.66666667,7.833333333,2.5,0,0,86,21.5,0,3.75,0,0,6,6,0,0,0,0,0,0,10.66666667,5.333333333,10.66666667,5.333333333,0,0,0.6,0.833333333,0,0,0,0
UnburnedvUnburned,16-SV-14NV3632-U-N1,1,0,83.33,16,64.77777778,2.666666667,85,160,140,2.5,23,2.5,5.166666667,22.66666667,28,50.33333333,11.16666667,2.5,85,21.25,0,11,0,27.25,30,12.25,9,2.25,12.13333333,12.03333333,0,0,12.13333333,12.03333333,0,0,12.13333333,12.03333333,0,0,2.8,2.566666667,0,0,0,0
UnburnedvUnburned,16-SV-14NV3756-IR-N1,0,0,78.67,80,75.66666667,32,123,245,140,20.33333333,2.5,11.16666667,5.166666667,11.16666667,50.33333333,17,2.5,2.5,25,32.5,123,46.5,16,17.75,0,12.25,18,14.5,4.6,2.833333333,0,0,4.6,2.833333333,16.13333333,10.1,20.73333333,12.93333333,0,5.866666667,1.733333333,1.833333333,0,0,14.6,7.866666667
UnburnedvUnburned,16-SV-14NV3756-U-N1,1,0,92.67,100,64,68,57,123,101,2.5,17,23,2.5,17,5.166666667,25.33333333,28.83333333,2.5,57,14.25,31,7.75,12,8,24,14.25,1,1.75,12.66666667,9.433333333,1.666666667,0.833333333,14.33333333,10.26666667,0,0,14.33333333,10.26666667,0,0,0,0,0,0,0,0
UnburnedvUnburned,16-SV-14NV3763-IR-N1,0,0,92.67,96,76.55555556,44,94,121,118,10.5,8.5,5.166666667,2.5,7.833333333,8.5,44.66666667,2.5,22.66666667,94,50.5,0,54.5,29,26.75,0,3,24,13.5,17.8,14.86666667,0,0,17.8,14.86666667,0,0,17.8,14.86666667,0,0,4.133333333,6.033333333,0,0,0,0
UnburnedvUnburned,16-SV-14NV3784-IR-N1,0,0,87.33,92,66.77777778,44,107,123,81,2.5,5.166666667,2.5,2.5,8.5,34.33333333,2.5,34.33333333,30.16666667,107,53.5,58,44.5,24,11,0,0,9,4.75,9.133333333,4.866666667,0,0,9.133333333,4.866666667,3.6,1.8,12.73333333,6.666666667,0,16.33333333,3.266666667,4.833333333,3.6,1.8,0,0
UnburnedvUnburned,16-SV-14NV3784-U-N1,1,0,99.33,100,91.55555556,70,76,194,92,31.33333333,2.5,17,2.5,8.5,2.5,31.33333333,2.5,56.33333333,76,62.25,0,0,26,23.25,2,9,12,22.5,33.73333333,23.06666667,0,0,33.73333333,23.06666667,0,0,33.73333333,23.06666667,0,0,3.2,5.966666667,0,0,0,0
UnburnedvUnburned,16-SV-14NV3858-U-N1,1,0,85.33,92,51.44444444,15.33333333,45,79,69,5.166666667,7.833333333,2.5,7.833333333,34.5,2.5,38.83333333,26.33333333,2.5,45,11.25,0,0,15,9,23,12.5,9,4.5,0,0,36.8,22.56666667,36.8,22.56666667,1.533333333,0.766666667,38.33333333,23.33333333,0,0,0,0,0,0,0,0
UnburnedvUnburned,16-SV-14NV3866-IR-N1,0,0,58.67,28,51.11111111,4.666666667,90,186,181,7.833333333,2.5,2.5,2.5,5.166666667,2.5,14.5,89.66666667,2.5,0,19.5,90,24,17,23.75,0,7.25,37,22.25,0,3.2,0,0,0,3.2,11.53333333,5.766666667,11.53333333,8.966666667,0,0,0,0,0,0,10.2,5.1
UnburnedvUnburned,16-SV-14NV3870-U-N1,1,0,72,100,62.66666667,16.66666667,53,74,72,8.5,5.166666667,2.5,2.5,23,2.5,20.33333333,54.66666667,19.66666667,53,39.25,19,17.5,19,17,23,14.25,2,3.5,0,0,16.33333333,11.13333333,16.33333333,11.13333333,0,0,16.33333333,11.13333333,0,0,0,0,0,0,0,0
UnburnedvUnburned,16-SV-14NV4173-IR-N1,0,0,89.33,96,73.66666667,20,79,133,88,5.166666667,14.33333333,5.166666667,11.16666667,5.166666667,2.5,46.33333333,40.5,2.5,0,0,79,19.75,25,18.75,9,16.5,8,10.25,0,0,0,0,0,0,10.4,5.2,10.4,5.2,0,0,7.066666667,3.533333333,0,0,0,0
UnburnedvUnburned,16-SV-14NV4173-U-N1,1,0,99.33,100,89.11111111,40.66666667,73,149,117,7.833333333,19.66666667,2.5,8.5,30.16666667,2.5,44.66666667,2.5,22.66666667,149,82.25,51,31.25,19,23,0,4.25,31,20.75,26,20.26666667,0,0,26,20.26666667,2.133333333,7.066666667,28.13333333,27.33333333,0,0,11.86666667,7.033333333,2.133333333,7.066666667,0,0
UnburnedvUnburned,16-SV-14SO443-IR-N1,0,0,99.33,100,73.22222222,19.33333333,105,178,135,7.833333333,2.5,2.5,2.5,8.5,2.5,62.16666667,14.5,7.833333333,63,37.25,105,39.75,51,33.75,0,2.5,8,8.25,20.6,17.03333333,0,0,20.6,17.03333333,15.53333333,16.96666667,36.13333333,34,0,0,2.4,2.033333333,0,0,15.53333333,16.96666667
UnburnedvUnburned,16-SV-14SO443-U-N1,1,0,100,100,90.77777778,30.66666667,57,112,103,78,2.5,2.5,2.5,5.166666667,2.5,20.33333333,2.5,2.5,57,38.25,0,0,47,28.25,0,9.75,28,15.5,10.66666667,6.9,0,0,10.66666667,6.9,0,0,10.66666667,6.9,0,0,0,2,0,0,0,0
UnburnedvUnburned,16-SV-14SO444-IR-N1,0,0,94,44,78.11111111,8.666666667,40,98,82,2.5,7.833333333,2.5,2.5,26.33333333,8.5,2.5,70.5,8.5,40,20,0,0,0,0,0,0,19,11,0,0,8.733333333,7.966666667,8.733333333,7.966666667,0,0,8.733333333,7.966666667,0,0,0,0,0,0,0,0
UnburnedvUnburned,16-SV-14SO444-U-N1,1,0,99.33,92,77.66666667,20,62,182,105,26.33333333,2.5,2.5,7.833333333,7.833333333,2.5,85.5,2.5,5.166666667,62,61.25,0,0,18,23,38,19.75,4,11,30.2,30.33333333,0,0,30.2,30.33333333,3.6,1.8,33.8,32.13333333,0,0,4.733333333,3.433333333,0,0,0,0
UnburnedvUnburned,16-SV-14SO484-U-N1,1,0,96.67,100,64.11111111,20,65,126,64,17,5.166666667,5.166666667,2.5,20.33333333,17,54.66666667,2.5,8.5,79,57.5,65,20.5,16,21.5,27,13,11,13.25,4.266666667,2.133333333,0,0,4.266666667,2.133333333,0,3.033333333,4.266666667,5.166666667,0,33.66666667,6.4,6.866666667,0,0,0,3.033333333
UnburnedvUnburned,16-SV-14SO488-IR-N1,0,0,14,12,7,2,14,40,37,2.5,2.5,2.5,11.16666667,2.5,2.5,89.66666667,2.5,2.5,0,0,0,0,14,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UnburnedvUnburned,16-SV-14SO488-U-N1,1,0,97.33,24,89.66666667,55.33333333,59,122,77,7.833333333,2.5,2.5,5.166666667,2.5,2.5,60.5,2.5,50.33333333,122,74.25,0,19.5,18,14.25,0,0.25,50,26.5,31.2,30.16666667,0,0,31.2,30.16666667,4.666666667,2.333333333,35.86666667,32.5,0,0,0,0,4.666666667,2.333333333,0,0
UnburnedvUnburned,16-SV-14SO488-U-N2,1,0,97.33,100,73.33333333,36.66666667,63,111,107,28,2.5,5.166666667,2.5,13.83333333,2.5,45.5,5.166666667,38,63,59.25,39,35.75,12,25.5,6,8.25,3,8.25,26.93333333,30.6,0,0,26.93333333,30.6,0.466666667,0.233333333,27.4,30.83333333,0,0,2.8,1.4,0.466666667,0.233333333,0,0
UnburnedvUnburned,17-SV-14GS1192-IR-N1,0,0,44.66666667,32,39.55555556,11,36,98,78,3.166666667,2.5,3.833333333,6.5,12.375,6.166666667,23.16666667,60.70833333,10.375,36,21.92857143,0,7.357142857,12,5.714285714,34,11.85714286,7,4.928571429,0,0,15.4,11.225,15.4,11.225,0,0,15.4,11.225,0,0,2.15,1.075,0,0,0,0
UnburnedvUnburned,17-SV-14GS1197-U-N1,1,0,95.33333333,84,94.55555556,71.66666667,75,125,103,48.58333333,6.166666667,2.5,9.708333333,20.58333333,19.625,10.29166667,12.125,53.91666667,75,34.64285714,0,61.57142857,40.5,41.21428571,0,0,3,17.92857143,16.6,15.4,0,0,16.6,15.4,22.95,26.125,39.55,41.525,0,0,0,0.825,0,0,22.95,26.125
UnburnedvUnburned,17-SV-14NV3589-IR-N1,0,0,98.66666667,48,49,16,96,217,142,3.833333333,15.29166667,6.833333333,3.166666667,13.66666667,3.833333333,8.958333333,28.91666667,19.95833333,0,0,96,41.14285714,0,3.428571429,0,5.571428571,3,4.214285714,0,0,0,1.175,0,1.175,16.8,8.4,16.8,9.575,0,0,0,0,0,0,0,0
UnburnedvUnburned,17-SV-14NV3756-IR-N1,0,0,86.66666667,88,60.44444444,34.33333333,41,83,81,3.166666667,3.166666667,3.833333333,3.833333333,11.04166667,7.5,23.70833333,45.25,21.33333333,41,32.07142857,0,2.285714286,14,10.35714286,31,19.42857143,13.5,8,0,0,24.75,22.725,24.75,22.725,0,0,24.75,22.725,0,0,0,0.75,0,0,0,0
UnburnedvUnburned,17-SV-14NV3756-U-N1,1,0,82,84,68.22222222,33.33333333,85,123,87,4,11.66666667,4.666666667,3.166666667,20.79166667,3.166666667,16.5,16.375,21.33333333,85,67.21428571,0,0,25,7.357142857,0,7.642857143,6,16.71428571,35.55,31.9,0,0,35.55,31.9,0,0,35.55,31.9,0,0,0,0,0,0,0,0
UnburnedvUnburned,17-SV-14NV3770-IR-N1,0,0,84,68,71.72222222,30.33333333,70,91,70,5.833333333,11.04166667,3.833333333,2.5,8.125,14,11.25,42.66666667,33.08333333,70,56.85714286,0,24.71428571,37,25.35714286,38,17.35714286,12,11.78571429,17.3,15.8,0,0,17.3,15.8,4.95,4.425,22.25,20.225,0,0,12.2,8.175,0,1.95,4.95,2.475
UnburnedvUnburned,17-SV-14NV3770-U-N1,1,0,86.66666667,72,66.72222222,35.33333333,38,71,70,16.875,2.5,2.5,2.5,4,3.166666667,55.29166667,2.5,33.08333333,38,33.64285714,0,5,20.5,18.42857143,0,0.357142857,0,0,0,0,26.25,22.95,26.25,22.95,0,0,26.25,22.95,0,0,0,0,0,0,0,0
UnburnedvUnburned,17-SV-14NV3858-U-N1,1,0,96.66666667,88,51.44444444,29.33333333,400,260,227,3.833333333,3.166666667,2.5,3.166666667,22.75,13.75,10.95833333,43.625,20.375,0,0,0,18.64285714,20.5,9.357142857,0,0,8,5.428571429,0,0,0,0,0,0,4.95,5.05,4.95,5.05,19.45,9.725,0,1.725,4.95,5.05,0,0
UnburnedvUnburned,17-SV-14NV3866-IR-N1,0,0,92,100,52.16666667,39,48,78,65,5.333333333,23,2.5,14.29166667,23.83333333,5.166666667,13.95833333,37.875,6.958333333,48,22.42857143,0,13.14285714,0,4.785714286,0,1.642857143,4,3.214285714,0,0,16.95,16.475,16.95,16.475,0,5,16.95,21.475,0,0,0,0,0,0,0,5
UnburnedvUnburned,17-SV-14NV3866-U-N1,1,0,84.66666667,36,66.16666667,22,64,69,54,36.20833333,15.70833333,2.5,2.5,22.25,5.333333333,13.04166667,8.333333333,14.91666667,64,44.28571429,19.5,18.57142857,52,45.21428571,0,0,0.5,5.285714286,12.05,10.325,1.25,0.625,13.3,10.95,0,0,13.3,10.95,0,0,2.4,2.55,0,0,0,0
UnburnedvUnburned,17-SV-14NV4240-IR-N1,0,0,44,56,34.55555556,28,59,104,81,5.166666667,2.5,2.5,2.5,17,2.5,17,69.66666667,2.5,0,0,59,25.75,0,4,23,11,18,7.25,0,0,0,0,0,0,14.4,10.2,14.4,10.2,0,0,7.466666667,3.733333333,14.4,10.2,0,0
UnburnedvUnburned,17-SV-14NV4240-U-N1,1,0,70,16,59.88888889,21.33333333,78,110,77,44.66666667,2.5,2.5,11.16666667,7.833333333,8.5,30.16666667,5.166666667,42,0,37,18,65.25,54,43.75,0,0,17,11.5,2.333333333,9.433333333,0,0,2.333333333,9.433333333,12,7.7,14.33333333,17.13333333,0,0,7.533333333,8.5,0,0,12,7.7
UnburnedvUnburned,17-SV-14SO484-IR-N1,0,0,90,56,72.55555556,31,46,104,44,13.875,2.5,13.41666667,3.166666667,6.125,8.666666667,47.875,2.5,33.66666667,46,44.35714286,0,6.928571429,15,18.71428571,2,7.928571429,12,8.785714286,35.85,36.425,3.7,2.75,39.55,39.175,0,0,39.55,39.175,0,0,0,0,0,0,0,0
UnburnedvUnburned,17-SV-14SO484-U-N1,1,0,96,76,62.33333333,25.33333333,114,197,164,6.666666667,14.95833333,2.5,2.5,16.41666667,3.833333333,18.75,16.04166667,32.20833333,41,18.85714286,114,63.14285714,38,22.92857143,0,0.857142857,14,5,0,0,3.8,6.175,3.8,6.175,16.15,8.075,19.95,14.25,0,0,0,0.55,0,0,16.15,8.075
UnburnedvUnburned,17-SV-BELLALUNA-IR-N1,0,0,81.33333333,100,58.27777778,48,119,155,117,2.5,31.33333333,2.5,2.5,24.58333333,11,37.16666667,2.5,23.375,119,84.64285714,0,12.64285714,0,0,0,0,6,4.142857143,28.5,18.4,0,0,28.5,18.4,0,0,28.5,18.4,0,0,0,0.275,0,0,0,0
UnburnedvUnburned,17-SV-BELLALUNA-U-N1,1,0,84.66666667,92,57.11111111,46,92,272,191,8.5,2.5,5.166666667,8.5,17.16666667,7.833333333,8.5,46.33333333,8.5,0,6.75,92,31,73,29.75,0,0,4,8.25,0,0,3.4,3.933333333,3.4,3.933333333,16.06666667,8.033333333,19.46666667,11.96666667,0,0,1.466666667,2.3,0,0,16.06666667,8.033333333
UnburnedvUnburned,17-SV-BRANDI-IR-N1,0,0,27.33333333,8,24.77777778,4,60,88,55,2.5,31.33333333,5.166666667,5.166666667,32.16666667,5.166666667,14.33333333,23,2.5,0,0,60,15,0,0,0,1.75,6,5.25,0,0,0,0,0,0,4.866666667,3.1,4.866666667,3.1,0,0,0,0,0,0,0,0
UnburnedvUnburned,17-SV-BRANDI-IR-N2,0,0,94,76,69.05555556,28.66666667,63,66,56,17.29166667,2.5,2.5,3.166666667,63,4,3.833333333,29.375,2.5,63,23.85714286,0,13.14285714,56,32.35714286,0,0,42,17.21428571,5.1,3.4,0,0,5.1,3.4,0,0,5.1,3.4,0,0,2.45,2.125,0,0,0,0
UnburnedvUnburned,17-SV-BRANDI-U-N1,1,0,64,24,56.66666667,13.33333333,100,223,158,8.5,2.5,2.5,5.166666667,14.33333333,7.833333333,11.16666667,50.33333333,22.66666667,54,32.25,100,28.5,19,17.5,0,0,3,15.25,0,0,9.8,9.5,9.8,9.5,14.4,7.2,24.2,16.7,20.6,12.1,1,2.866666667,0,0,14.4,7.2
UnburnedvUnburned,17-SV-BRANDI-U-N2,1,0,91.33333333,12,72.94444444,18.33333333,134,220,162,6.833333333,4.5,3.166666667,3.166666667,12.79166667,17.83333333,9.791666667,26.41666667,39.66666667,59,50.07142857,134,64.28571429,47,22.92857143,14,4.785714286,6.5,13.42857143,5,3.5,33.4,30.825,38.4,34.325,9.7,9.35,48.1,43.675,0,0,0.7,1.125,0,0,9.7,9.15
UnburnedvUnburned,17-SV-MAGGIEMAY-IR-N1,0,0,80.66666667,84,48.05555556,29.33333333,47,105,75,4.666666667,6.5,3.833333333,5.166666667,12.625,7.166666667,24.45833333,58.20833333,3.166666667,0,0,47,23.57142857,18,11.07142857,0,0.714285714,2,4.785714286,0,0,0,0,0,0,6.75,5.225,6.75,5.225,0,0,2.05,1.025,0,0,0,0
UnburnedvUnburned,17-SV-MAGGIEMAY-U-N1,1,0,94,72,77.11111111,31.66666667,93,198,120,6.666666667,12.70833333,3.166666667,12.625,5.166666667,25.25,5.333333333,2.5,50.83333333,93,65.42857143,57,40.71428571,15,12.57142857,0,3.428571429,0,3,51.4,47.725,0,0,51.4,47.725,7.75,5.775,59.15,53.5,0,0,2.25,4.45,7.75,5.775,0,0
UnburnedvUnburned,17-SV-TESSABOOTS-IR-N1,0,0,58.66666667,8,59.77777778,4,153,69,49,78,2.5,5.166666667,2.5,2.5,7.833333333,10.5,2.5,2.5,0,0,153,38.25,24,29,7,5,0,0,0,0,0,0,0,0,7.533333333,3.766666667,7.533333333,3.766666667,0,0,0,0.233333333,0,0,0,0
UnburnedvUnburned,18-SV-14GS1078-U-N1,1,0,93.33333333,96,69.05555556,36.66666667,88,212,132,9.083333333,22.29166667,5.458333333,4.666666667,10.33333333,3.833333333,3.166666667,47.375,11.33333333,88,54.07142857,0,26.78571429,73,53.28571429,6.5,9.428571429,12,27.85714286,18,11.9,0,0,18,11.9,0.5,0.25,18.5,12.15,0,0,11.2,6.125,0.5,0.25,0,0
UnburnedvUnburned,18-SV-14GS1183-U-N1,1,0,89.33333333,100,63.88888889,39,85,116,101,12.16666667,3.166666667,2.5,2.5,8.833333333,3.833333333,12.58333333,46.66666667,15.70833333,39,26.71428571,85,36.92857143,17.5,17.14285714,0,4.5,9.5,13.85714286,0,0,13.2,11.9,13.2,11.9,10.3,6.025,23.5,17.925,0,0,0,0,0,0,9.75,4.875
UnburnedvUnburned,18-SV-14GS1193-U-N1,1,0,78.66666667,60,62,24.66666667,51,152,101,6.833333333,3.833333333,6.833333333,2.5,13.20833333,10,6.166666667,69.66666667,16.95833333,51,31.35714286,0,5.928571429,48,36.42857143,42,24.5,8,19.21428571,12.8,6.4,4.6,17.1,17.4,23.5,0,0,17.4,23.5,0,0,4.9,2.45,0,0,0,0
UnburnedvUnburned,18-SV-14GS1197-U-N1,1,0,98,100,73.61111111,49.66666667,132,150,138,6.833333333,8.458333333,2.5,3.166666667,22.125,5.333333333,2.5,49.375,23.54166667,0,3.428571429,132,77.57142857,54,39.07142857,0,0,43,28.35714286,0,0,1.55,0.775,1.55,0.775,29.4,23.725,30.95,24.5,0,0,0,0,0,0,0,0
UnburnedvUnburned,18-SV-14GS2160-U-N1,1,0,97.33333333,100,65.88888889,37.33333333,400,398,378,3.166666667,3.833333333,3.166666667,8.166666667,8.166666667,31.45833333,9.791666667,24.95833333,18.5,0,4.928571429,0,22.35714286,5.5,7.642857143,0,5,13.5,10.35714286,0,0,0,4.85,0,4.85,12.7,14.1,12.7,18.95,32.5,16.25,2.3,1.15,0,0,0,0
UnburnedvUnburned,18-SV-14GS2165-U-N1,1,0,88,36,71.66666667,30,85,179,95,16.5,15.45833333,2.5,3.166666667,13.58333333,15.33333333,39.375,6.125,29.875,85,68.07142857,71,50.78571429,38,26.35714286,0,1.142857143,9,20.64285714,41.2,39.15,0,0,41.2,39.15,11.25,9.7,52.45,48.85,0,0,1.8,5.4,2.1,1.05,4.3,2.15
UnburnedvUnburned,18-SV-14GS2168-U-N1,1,0,96.66666667,100,63,34,112,178,173,6.666666667,13.25,3.833333333,3.166666667,17.70833333,13.83333333,22.54166667,20,16.33333333,112,49.64285714,0,3.142857143,4.5,21.07142857,0,3.785714286,28.5,11.07142857,15.3,7.65,0,0,15.3,7.65,2.2,1.4,17.5,9.05,0,0,0,0,0,0,0,0
UnburnedvUnburned,18-SV-14GS2168-U-N2,1,0,75.33333333,60,65.11111111,21.33333333,107,126,95,6.666666667,2.5,6.958333333,2.5,36.95833333,21.95833333,3.833333333,8.666666667,14.16666667,0,0,107,71.14285714,12,39.78571429,30,26.71428571,30,28.92857143,0,0,0,0,0,0,15.95,10.1,15.95,10.1,0,0,0,0,0,0,0,0
UnburnedvUnburned,18-SV-14GS2177-U-N1,1,0,88,56,54.88888889,19.33333333,48,84,63,5.166666667,6.833333333,4.5,3.166666667,9.5,3.166666667,37.91666667,23.70833333,18.625,48,31.64285714,0,4.857142857,23,16.64285714,16,12.5,5,5.071428571,0,0,36.6,29.55,36.6,29.55,3.3,2.975,39.9,32.525,0,0,0,0,0,0,0,0
UnburnedvUnburned,18-SV-14GS2192-U-N1,1,0,77.33333333,88,63.27777778,32.33333333,150,253,232,16.16666667,9.625,2.5,2.5,34.66666667,12.75,8.458333333,25.54166667,24,0,14.5,150,85.21428571,65,41.28571429,0,0,13,17,0,0,7.15,6.8,7.15,6.8,35.3,23.875,42.45,30.675,0,0,0,1.525,0,0,13.9,6.95
UnburnedvUnburned,18-SV-14GS2196-U-N1,1,0,80.66666667,100,68.66666667,47,85,195,78,5.333333333,27.04166667,4.5,3.166666667,8.833333333,28.125,4.666666667,30.125,35.08333333,85,57.78571429,0,10.92857143,17,14.5,38,16.28571429,7,15.64285714,23.65,20.05,0,0,23.65,20.05,0,4.275,23.65,24.325,0,0,0,5.325,0,0,0,0
UnburnedvUnburned,18-SV-14GS2197-U-N1,1,0,88.66666667,88,63.72222222,33.33333333,57,73,71,15.58333333,3.833333333,6.166666667,2.5,5.166666667,14.25,43.125,14.625,22.16666667,57,46.5,0,0.5,28,23.28571429,25,13.78571429,38,17.14285714,36.65,25.9,0,0,36.65,25.9,0,0,36.65,25.9,0,0,0,1.85,0,0,0,0
UnburnedvUnburned,18-SV-17SVNB100-U-N1,1,0,96.66666667,68,68.77777778,27,63,112,67,7.625,25.875,2.5,3.833333333,21.45833333,12.83333333,23.79166667,2.5,26.75,63,47.42857143,67.5,36.78571429,40.5,23.14285714,0,7.071428571,16.5,9,0,0,10.65,12.475,10.65,12.475,11.2,6.275,21.85,18.75,0,0,3.1,3.475,0,0,0,0
UnburnedvUnburned,18-SV-FID1042-IR-N,0,0,67.33333333,96,37.33333333,32,80,107,89,6.833333333,2.5,2.5,3.166666667,3.166666667,4.666666667,84.04166667,2.5,7.625,80,42.28571429,0,7.928571429,7,7.071428571,10,5.214285714,8,8.785714286,20.3,15.475,0,0,20.3,15.475,0,7.875,20.3,23.35,0,0,0,0,0,0,0,0
UnburnedvUnburned,18-SV-FID1043-IR-N,0,0,47.33333333,64,50.83333333,29.33333333,77,129,116,2.5,7.625,2.5,12.33333333,3.833333333,3.166666667,55.5,2.5,31.08333333,77,47.85714286,46,46.35714286,0,0.642857143,0,0,21,5.785714286,55.95,48.625,0,0,55.95,48.625,2.6,1.3,58.55,49.925,0,0,6.15,10.1,0,0,0,0
UnburnedvUnburned,18-SV-FID1048-IR-N,0,0,92.66666667,84,61.55555556,34,105,247,225,13.41666667,9.708333333,3.833333333,2.5,7.333333333,3.166666667,10.375,22.41666667,44.29166667,0,18.85714286,105,56.85714286,19,20.92857143,0,5.5,10,13.14285714,0,0,10,12.95,10,12.95,18.2,9.1,28.2,22.05,0,0,0,1.575,0,0,16.9,8.45
UnburnedvUnburned,18-SV-FID1049-IR-N,0,0,92.66666667,92,62.61111111,33.66666667,78,111,68,3.166666667,21.45833333,2.5,2.5,3.166666667,4.666666667,63.79166667,2.5,25.5,0,0,78,62.92857143,0,1.714285714,0,1.785714286,14,7.785714286,0,0,0,0,0,0,33.8,30.575,33.8,30.575,0,0,0,0,0,0,0,0
UnburnedvUnburned,18-SV-FID1056-IR-N,0,0,79.33333333,100,66,33.66666667,104,179,110,6.791666667,38.33333333,5.458333333,3.166666667,34.79166667,3.166666667,6.125,11.83333333,13.41666667,0,0,104,44.57142857,0,12.07142857,0,3.642857143,51,16.28571429,0,0,0,0,0,0,15.25,7.625,15.25,7.625,0,0,2.7,1.35,0,0,0,0
UnburnedvUnburned,18-SV-FID1058-IR-N,0,0,90,100,67.05555556,33.66666667,81,112,94,2.5,30.91666667,2.5,8,38.83333333,8,6.666666667,17.875,6.958333333,81,34.71428571,0,5.714285714,0,0,0,0.714285714,30,11.21428571,0,0,12.25,6.125,12.25,6.125,0,0,12.25,6.125,0,0,0,0,0,0,0,0
UnburnedvUnburned,18-SV-FID1065-IR-N,0,0,95.33333333,28,80.5,24.66666667,83,103,73,10.29166667,7.333333333,3.166666667,11.66666667,10,17.125,48.75,3.166666667,21.83333333,83,70,0,4.714285714,8,21.14285714,0,0.928571429,3,7,49.4,45.9,0,0,49.4,45.9,0,0,49.4,45.9,0,0,2.6,1.3,0,0,0,0
UnburnedvUnburned,18-SV-FID1067-IR-N,0,0,91.33333333,88,70.55555556,43,55,142,90,12.5,26.20833333,2.5,2.5,19.41666667,12.33333333,9.416666667,26.91666667,15.54166667,55,47.78571429,0,15.57142857,59,39.35714286,0,2.214285714,19,20,19.35,25.2,0,0,19.35,25.2,0,0,19.35,25.2,0,0,0,0,0,0,0,0
UnburnedvUnburned,18-SV-FID32-IR-N,0,0,84,80,50.94444444,37.66666667,51,67,45,4.666666667,10.45833333,2.5,3.166666667,5.333333333,18.29166667,55.70833333,4,33.83333333,51,49.21428571,0,17.92857143,32,22.64285714,0,1.857142857,12,10.21428571,9.95,11.8,6.55,3.275,16.5,15.075,0,1.475,16.5,16.55,0,0,6.25,5.6,0,0,0,0
UnburnedvUnburned,18-SV-FID33-IR-N,0,0,84,80,47.55555556,28.66666667,64,137,119,2.5,9.333333333,4.666666667,3.166666667,20.70833333,7.333333333,37.75,24.58333333,10.91666667,0,0,64,36,0,1.642857143,0,12.07142857,23,9.571428571,0,0,0,0,0,0,13.15,7.85,13.15,7.85,0,0,0,0,0,0,10.6,5.3
UnburnedvUnburned,18-SV-FID35-IR-N,0,0,87.33333333,96,52.72222222,47.33333333,66,84,45,2.5,3.833333333,2.5,3.833333333,3.833333333,12.41666667,46.875,26.41666667,29.29166667,66,44.28571429,0,31.21428571,25,9.571428571,0,0,5,6.142857143,16.3,9.025,0,0.65,16.3,9.675,13.1,15.825,29.4,25.5,0,0,0,0,0,0,0,0
